net-name	net-id	site-name	site-id	pi	one-clicks	uc	qc
SevenOne Media mobile	126188777	myvideo.de	2098026395	2964929	369311	685310	318501
glammedia	235681100	theurbanmaiden.com	2106039390	5	2	3	1
OMS	1615459509	mein-suedhessen.de	38200476	13247	4277	5753	2701
BEI_container_Post	1253937408	pneuhage-shop.de	43782599	16639	3749	4965	987
ENED_24Media	752387581	macuser.gr/ENED	81792708	15006	6594	7957	1930
mediasports	963038854	mediasportslongtail.de	82683053	366291	45349	54385	10053
Berlingske.dk	706025601	viborg-folkeblad.dk	91482824	63382	21234	25605	5733
Clipkit	1934213317	dailymotion_ugc/clipkit	96663500	1105988	129489	219637	93420
ARBOmedia_PL	651342010	udanewesele.pl	108166401	1948	672	795	290
glammedia	235681100	cale-magazine.de	111880947	505	220	261	86
LPM_FranceTV	1003426551	LPM_FranceTV_la1ere	121201118	676489	192471	279054	114814
Krone.at	1129772991	sendung/lifestyle	150320134	34283	14724	20904	13948
MSN	2072193066	computer.de.msn.com	154607473	1171456	143697	196260	64930
Hi-Media	2000907398	takto.de	221053741	85176	6126	6525	157
LPM_TF1	731239640	LPM_TF1_tf1	240690783	12881134	2345126	3769887	1242508
OMS	1615459509	berliner-zeitung.de	267721596	760459	302263	383633	148173
ASMI	1569905102	sportbild.de	382171093	344	136	175	119
smartclip_italy	1471916694	veevr.it	410215837	31043	6402	11071	5337
HTTPool_BG	1782510139	lapa.bg	462965602	12104	2313	3536	2095
Goldbach Audience	2137767787	schaufenster.ch	489410418	34749	6546	9757	1949
Goldbach Audience	2137767787	viva.tv/goldbach	521624242	27181	4841	7667	2221
BEI_container_Post	1253937408	mytime.de	560238471	55	22	29	20
webads.it	1609693476	miniclip	561811659	417400	32442	69942	25837
Clipkit	1934213317	fischkopf.de/clipkit	590267468	48841	14757	21679	9485
Informedia_Hu	2088469162	szabolcsjobs.hu	625419825	16330	2203	4091	1981
glammedia	235681100	cineastentreff.de	638720851	500	333	371	138
glammedia	235681100	landidee.info	655270387	55290	12753	18002	6431
ENED_24Media_mobile	659279516	contra.gr/ENED	675260899	446283	7781	34368	25314
glammedia	235681100	luiseliebt.de	689553171	1791	742	1005	426
ARBOmedia_CZ	1534363118	ordinace.cz	707596309	72210	26397	36328	14642
OMS	1615459509	moz.de	742345020	555242	99360	150171	53607
ARBOmedia_PL	651342010	prawo-pracy.pl	750755041	23535	13107	16229	11540
Smartclip	35854137	kinderkino.de/smartclip	789490208	445959	5624	12092	1026
ARBOmedia_RO	940807539	hirek.ro	797156698	2919	388	778	317
Adyoulike	1232955862	Adyoulike network	849690685	60197012	15082081	20819108	5880896
Smartclip	35854137	energy.de/smartclip	849817216	40620	13295	20992	11630
iq_digital_mobile	480104072	mobil.giga.de	854652367	838009	190652	330408	198995
LPM_Lagardere	2039924353	LPM_Lagardere_elle	875277960	2801918	1204048	1440858	414171
glammedia	235681100	evivi.de	898673299	10769	3777	5105	1943
Purpur Media	832539073	docfinder.at	902026440	604806	232481	305025	123728
ENED_24Media	752387581	deltiokairou.gr/ENED	905183172	250798	24633	66670	44732
SevenOne Media mobile	126188777	klatsch-tratsch.de	905334768	16152	5324	7537	1905
SevenOne Media mobile	126188777	de.wikia.com	906739120	209220	22627	42668	12079
SevenOne Media MAGIC (3rd party Video)	842055044	twitch.tv	987921483	4435203	306410	501618	181974
Goldbach Audience	2137767787	radio3i.ch	1030845682	77189	11064	13503	1763
glammedia	235681100	tuningcars.de	1040010259	1773	480	678	321
stroeer_digital_media	571289945	farbundstil.de	1063501408	3325	2107	2519	1019
HTTPool_BG	1782510139	sportni.bg	1080103170	1876610	119816	299981	189012
freeXmedia	1516487384	freenet.de/sport	1087384703	109565	25541	43311	20798
webads.it	1609693476	pagineprezzi.it	1098389259	16256	9848	11928	5234
beead	104260390	dicocitations	1125730221	115	82	96	36
RMSI	498868272	rockland.fm	1170795255	10671	2255	3781	1401
Adverline	1427996861	theplacetobid	1187523620	287979254	21880296	28221623	4136344
ekstrabladet.dk	156432622	ekstrabladet.dk	1243584981	56162780	20138764	21973847	1178712
ARBOmedia_PL	651342010	stylio.pl	1346132609	118804	21836	35221	26786
SevenOne Media	1272195681	bigpoint.com	1392629928	2027316	133249	261501	92443
ARBOmedia_PL	651342010	wydziarana.pl	1393502849	5212	1463	2283	1080
OMS	1615459509	naumburger-tageblatt.de	1393527708	23326	4270	6831	2393
stroeer_digital_media	571289945	weg.de	1432393024	2983482	530897	727979	173288
Horyzon	2115894781	meteojob.fr	1476640420	257961	22802	55015	31302
glammedia	235681100	designyourdreams.at	1479359283	11	4	6	4
BauerMediaKG	626259911	autozeitung.de	1481561550	1605972	445427	572052	146864
Goldbach Audience	2137767787	playit.ch	1482194002	132498	16096	26396	6050
ARBOmedia_PL	651342010	karieramanagera.pl	1535766881	5324	2637	3203	1952
RMSI	498868272	oldie95.de	1544695799	32711	10333	13546	5085
TripleDoubleU	1704466471	e-hausaufgaben.de	1562739694	350847	150978	197519	95445
IP-Deutschland	2059506885	wetter.de	1566232748	8984639	1570624	2687664	835699
SevenOne Media mobile	126188777	finanzfernsehen.de	1594422128	129570	56601	80646	54400
Smartclip	35854137	DE_Netzwelt.de/smartclip	1613738816	25810	4621	7590	3777
HTTPool_SR	974965399	tvprogram.rs	1629605566	704242	81817	169794	81002
ENED_Gloman	706337853	live24.gr	1678048132	1511342	167904	362614	199394
OMS	1615459509	maerkischeallgemeine.de	1698210940	486	153	260	123
TripleDoubleU	1704466471	dortmund-airport.de	1730828430	91203	17315	27569	8737
OMS	1615459509	myheimat.de	1736121148	837021	240358	321185	139552
ENED_PrimeMedia	1540551690	newsbeast.gr	1764456913	6263878	316131	575376	253841
ARBOmedia_PL	651342010	znanyprawnik.pl	1771612513	50541	16161	23450	11930
adselect	567149294	meetone.de	1792790837	330056	72560	90830	7792
ARBOmedia_PL	651342010	Salon24.pl	1876120129	281455	43707	71473	40864
Goldbach Audience	2137767787	schoolnet.ch	1984657042	68257	13394	17135	2210
webads.it	1609693476	2night.it	2007230091	146501	52924	70969	27393
Goldbach Media	177654511	eco-life.ch	2040951542	68	44	51	21
OMS	1615459509	goslarsche.de	2062202972	135725	22728	34051	7871
glammedia	235681100	haarpflege-salon.de	2072837619	459	326	366	203
ARBOmedia_RO	940807539	einformatii.ro	2097366074	90799	29960	46443	20833
glammedia	235681100	sudoku-aktuell.de	2114088531	216724	20862	32458	7935
SevenOne Media mobile	126188777	videovalis.tv	2141377808	343721	43088	137676	65633
sporten_bt.dk	2137767786	bt_PBT.dk	2147041617	13943537	4371609	5126921	591888
Smartclip	35854137	euronews/smartclip	43062382	13043	5691	7499	4178
glammedia	235681100	star-nachrichten.de	45722497	357	75	116	35
beead	104260390	aroots	100949051	13371	5240	6457	2309
BEI_container_Post	1253937408	frank-flechtwaren-conversions.de	120969557	3682	3436	3528	2339
Purpur Media	832539073	Landwirt.com	139650326	5803899	466156	657995	190480
BEI_container_Post	1253937408	weinzeche.de	147074101	23915	6198	7839	1489
Clipkit	1934213317	dailymotion_profcon/clipkit	149301530	1118661	131641	222461	94062
ARBOmedia_PL	651342010	jerkbait.pl	153804335	432354	16893	24370	7199
RMS_Audio	286309840	raute.fm	230187941	37369	7353	13547	6869
DK-BEI_CONTAINER	896712678	BEI-TeliaBroadband.dk	249025147	1321	949	1031	247
ARBOmedia_PL	651342010	opowiadania.pl	252006351	21220	4677	6603	4288
glammedia	235681100	babysitter.de	260189729	50601	15301	19092	4063
ARBOmedia_PL	651342010	gwiazdunie.pl	277219343	701448	61541	98213	42654
smartclip_italy	1471916694	twitchtv.it.pf	320350443	519350	46677	82447	34446
DK-BEI_CONTAINER	896712678	BEI-auhe.au.dk	331411291	101	70	84	45
glammedia	235681100	vermieter-forum.com	332261057	58304	32738	39734	20169
ENED_24Media	752387581	cosmo.gr/ENED	345155474	459589	105870	167056	110046
freeXmedia	1516487384	freenet.de/community	363067981	59	1	4	4
Politiken.dk	784554209	pol.dk	392264790	5038837	1872285	2272137	398670
Smartclip	35854137	app_mochimedia/smartclip	436832078	617109	126792	218680	121890
ARBOmedia_RO	940807539	brandinfo.ro	483994152	380	191	234	101
OMS mobile	2119689184	grevenerzeitung.de	516193365	9107	2507	3902	1924
ENED_Naftemporiki_mobile	298351061	clickatlife.gr	529173546	71646	20621	32566	18630
TripleDoubleU	1704466471	fm-unit.de	553037788	39041	470	1225	545
Styria	1995838100	adiweiss.at	556935081	6320	3204	3832	1141
DK-BEI_CONTAINER	896712678	BEI-Home.dk	559649979	11	11	11	3
ARBOmedia_PL	651342010	milanos.pl	563750287	657686	38964	88280	58636
iqdigital	223088769	wiwo.de	605827670	2335248	601429	803673	226693
stroeer orangedirect	834970848	klickdichschlau	630444629	423806	15708	26555	6124
HTTPool_UA	1388958105	join.ua	630974510	2094009	483509	873783	376134
Berlingske.dk	706025601	dinby.dk	670871926	71694	42917	51091	20008
Krone.at	1129772991	sendung/community	679152692	7125	2412	3596	2205
OMS	1615459509	azonline.de	680078122	80830	23461	31344	8998
glammedia	235681100	dariadaria.com	746182913	24464	10742	12933	2293
ARBOmedia_CZ	1534363118	epravo.cz	754121507	127902	40751	58661	26701
RMSI	498868272	gourmetwelten.eu	760603237	72269	12034	17910	1027
Horyzon	2115894781	aftouch-cuisine.com	785823186	234705	115366	147323	72571
ARBOmedia_RO	940807539	revistavip.net	812505384	1031	706	804	538
ENED_DOL	212246380	cosmopolitan.gr	817200545	26	4	9	7
Klikki_fi	1114453397	klikki.ilmainensanakirja.fi	871220810	3	3	3	2
beead	104260390	zepass	940516283	2448	1474	1792	935
freeXmedia	1516487384	bergsteiger.de	997908269	17306	5628	7748	2688
glammedia	235681100	kinofans.com	1025749985	31724	10733	15422	7235
ARBOmedia_RO	940807539	program24.ro	1029166024	241006	33490	61234	25880
N24.se	1403231093	everysport.com	1056440202	97718	39318	45579	4909
glammedia	235681100	fashionboxx.net	1078703297	2	2	2	0
ARBOmedia_PL	651342010	mbrokers.pl	1137838767	5489	1828	2399	1624
Goldbach Audience	2137767787	singles.ch	1140343648	793210	101862	119712	6322
glammedia	235681100	pinkmelon.de	1178682017	186142	71156	87365	32653
IP-Deutschland	2059506885	vip.rtl.de	1211476378	2045509	596976	763441	151839
glammedia	235681100	rezeptefuchs.de	1242713217	20717	6334	7871	2222
iq_digital_mobile	480104072	mobil.sueddeutsche.de	1248589405	4191818	504028	895789	589678
OMS	1615459509	augsburger-allgemeine.de	1271821546	2717053	654674	882380	267882
Hi-Media	2000907398	de.dailymotion.com	1287553659	2133803	530139	718899	235536
Horyzon	2115894781	avendrealouer.fr	1291880850	2372501	386150	560373	176791
ARBOmedia_PL	651342010	ekaraoke.pl	1293032399	15501	1696	3784	2052
Nettavisen_NO	1119348670	blogg.no	1293710707	1233184	426067	516922	82554
RMSI	498868272	radiobonn.de	1325153029	60860	12612	19690	5854
BEI_container_Post	1253937408	roseversand-topangebote.de	1333851989	82996	15766	23186	6131
AA_Pneuhage	561209525	pneuhage-shop.de/AA	1393400394	14572	2602	3689	860
glammedia	235681100	peperita.com	1445507329	6672	2382	3590	1080
OMS	1615459509	main-spitze.de	1509083338	84290	22394	30797	8402
IP-Deutschland	2059506885	clipfish.de	1516185562	3438150	620364	978658	375163
RMSI	498868272	ffn.de	1541821349	228174	38619	70523	29388
OMS	1615459509	insuedthueringen.de	1544393642	343657	67576	99855	35022
stroeer_digital_media	571289945	kochrezepte.de/si	1547955054	328772	93288	153199	87323
Smartclip	35854137	segelfilme/smartclip	1603165134	11626	1737	3152	869
OMS	1615459509	lr-online.de	1633990634	616320	108169	161173	49980
glammedia	235681100	ukonio.de	1666783073	53253	28129	36527	22965
HTTPool_BG	1782510139	sofialive.bg	1678099984	33764	11778	15612	9204
OMS mobile	2119689184	schwaebische.de	1687310613	4242	76	255	203
Purpur Media	832539073	autoscout24.at	1694999190	2668419	250269	391263	111866
ENED_DOL	212246380	aggeliestanea.gr	1754037761	9820	1649	2785	1482
glammedia	235681100	citycatwalk.at	1796160161	621	370	417	106
ARBOmedia_PL	651342010	Monetary.pl	1837190159	352	225	252	67
OMS	1615459509	nez.de	1865243082	25529	3836	6762	2488
OMS mobile	2119689184	oberhessische-zeitung.de	1880997205	1763	468	706	375
OMS	1615459509	ivz-aktuell.de	1902823242	138993	23399	34318	8835
HTTPool_UA	1388958105	autocentre.ua	1904685934	28638	9168	14190	5522
ARBOmedia_RO	940807539	automarket.ro	1906906504	351	59	122	70
Styria	1995838100	partyfever.at	1923517929	492	74	123	74
Clipkit	1934213317	dokuwelten.de/clipkit	1951431034	114	33	58	29
ARBOmedia_RO	940807539	pasiunea.eu	1979360072	2262	1056	1373	652
glammedia	235681100	lifestyle-forum.net	2017833921	2705	1606	1925	1056
RMSI	498868272	berliner-rundfunk.de	2042085125	16427	6605	8984	3779
Krone.at	1129772991	sendung/welt	2045766324	425900	94274	158369	80168
HTTPool_SR	974965399	economy.rs	2054232780	24485	11080	14407	7438
RMSI	498868272	rautemusik.fm	2073248869	58635	13867	21912	10531
ARBOmedia_RO	940807539	pasagair.ro	2113149416	38	23	30	13
Krone.at	1129772991	sendung/wissen	2145792116	100146	29197	44207	24861
ARBOmedia_PL	651342010	sportwizja.pl	37518648	15127	7562	9679	6361
Ringier	2078540332	boleromagazin.ch	38925674	8231	2904	3902	1186
Smartclip	35854137	DE_Helpster.de/smartclip	39201719	478717	293909	363434	218163
ARBOmedia_PL	651342010	warezisko.net	94745112	3747	1009	1546	251
viacom	1238261750	nick.de	139592084	1282745	134639	221767	72947
Smartclip	35854137	uvidi/smartclip	150497591	7215	1985	3644	145
BEI_container_CEE	53552772	espumisan.com.pl	247472866	2148	752	1151	829
iq_digital_mobile	480104072	mobil.zeit.de	305536934	2087469	321582	542728	318898
ASMI	1569905102	Berliner_Morgenpost_MOBIL	314244012	468364	97758	149371	101536
viacom	1238261750	comedycentral.tv	315890900	68736	23055	33271	12894
LPM_Lagardere	2039924353	LPM_Lagardere_virginradio	369491071	204089	85805	115489	45002
RMSI	498868272	rs2.de	377111182	24935	8858	12686	5739
ARBOmedia_PL	651342010	polskina5.pl	403072760	27740	9342	14499	12281
ARBOmedia_PL	651342010	OSLOSKOP.net	405017656	61947	5179	12628	6049
RMSI	498868272	bigfm-saarland.de	405349038	3827	1260	1751	1010
Informedia_Hu	2088469162	topapro.hu	414077160	3048	697	1150	490
OMS	1615459509	5zwo.de	433331827	3194	289	416	107
webads.it	1609693476	motociclismo.it	448634114	360715	103099	136507	35295
smartclip_italy	1471916694	ilsecoloxix.it	463565588	176717	65710	96925	47190
LPM_TMC	1781256297	LPM_TMC_nt1	479982727	916499	158282	270265	97197
OMS	1615459509	geldsparen.de	511448819	104510	27442	37962	18346
glammedia	235681100	filme-guru.de	523278602	13	13	13	6
Horyzon	2115894781	kapstages.com	523393179	5296	2327	2736	406
Hi-Media	2000907398	gig-guide.de	561862148	17093	8354	10489	4619
medienhaus.com	435938190	salzburg24.at	567385292	442184	95788	133004	35293
Krone.at	1129772991	channel/auto	576364285	108694	26889	45123	24491
ARBOmedia_PL	651342010	4teens.pl	589456760	4762	1634	2637	1499
ARBOmedia_PL	651342010	magazyner.pl	607582648	3393	1660	2242	870
freeXmedia	1516487384	videogameszone.de	620996374	268938	50739	86296	25404
ARBOmedia_PL	651342010	ebrzuszek.pl	659787832	17026	6044	8752	5628
OMS	1615459509	b2b-deutschland.de	693732275	4767	1672	2210	1156
OMS	1615459509	rga-online.de	745656211	284211	59620	84009	24330
glammedia	235681100	windows7-tuning.de	769580810	11622	5809	7490	3250
ASMI	1569905102	wieistmeineip.de	816448140	842259	198984	339073	107512
RMSI	498868272	blickpunkt-asien.com	844890350	101725	14481	21710	1055
glammedia	235681100	thaeger.com	859909930	253	113	134	37
ENED_Phaistos Networks	682513718	bestprice.gr	860992692	1472861	109169	229377	141631
glammedia	235681100	monstersandcritics.de	883975978	21	12	16	9
adselect	567149294	webmasterpro.de	902282252	160875	25267	40515	9308
ARBOmedia_PL	651342010	Msp.pl	904006168	3307	1839	2269	1494
BEI_container_CEE	53552772	espumisan.pl/pytania-i-odpowiedzi/kolka-niemowleca-czyli-duzy-problem-z-malym-brzuszkiem	948637570	830	252	432	318
TripleDoubleU	1704466471	immobilo.de	991459845	348712	75427	122112	49242
SevenOne Media	1272195681	schlagerplanet.de	1003441567	124807	51439	70190	47885
glammedia	235681100	reihesieben.de	1075836746	417	288	329	162
freeXmedia	1516487384	roadbike.de	1121016502	137006	39724	51650	11061
OMS	1615459509	gesund-in-schwaben.de	1122011283	19	4	6	4
beead	104260390	cartes-virtuelles	1140346244	145	67	94	44
Smartclip	35854137	filmon_pf/smartclip	1146126519	1423342	75329	117604	37083
ARBOmedia_PL	651342010	kody.info.pl	1158324152	52687	22723	32401	22707
Goldbach Audience	2137767787	onlinepc.ch	1207070825	28599	5364	6862	2613
ARBOmedia_PL	651342010	dooktor.pl	1217921912	160330	49691	78762	54668
ARBOmedia_PL	651342010	MediaRun.pl	1221722616	18650	7235	9714	5510
SevenOne Media	1272195681	sevenload.com_71i	1241727903	692333	342212	378955	32668
LPM_GMC	1997387604	LPM_GMC_supertoinette	1241780818	915417	456206	563856	266680
Hi-Media	2000907398	sonic-seducer.de	1288571908	18951	8754	11325	5220
N24.se	1403231093	styleroom.se	1304255123	619315	224650	266740	28980
LPM_GroupeSO	560138712	LPM_GroupeSO_lindependant	1334107126	1718263	333727	449209	114667
ARBOmedia_RO	940807539	eva.ro	1360859953	1139315	236849	396921	234566
OMS	1615459509	express.de	1375267731	5556108	1100967	1509738	290816
LPM_NiceMatin	73977969	LPM_NiceMatin_corsematin	1379947727	466290	113190	146755	34788
Goldbach Audience	2137767787	news.heute.ch	1399472745	83685	17215	21032	5412
Goldbach Audience	2137767787	ghi.ch	1420683145	21784	10701	13280	4199
glammedia	235681100	planet-liebe.de	1427270794	816192	331043	396300	147824
OMS	1615459509	rheinpfalz.de	1488504851	423489	62650	106021	31540
beead	104260390	mx2k	1520425444	158698	38900	52680	13753
Goldbach Audience	2137767787	android-schweiz.ch	1547210633	6983	2468	3443	1662
ENED_Antenna TV	490639175	antenna.gr	1567200197	4358151	492640	881650	359439
OMS	1615459509	hna.de	1572070195	1079872	94279	200665	57198
ARBOmedia_PL	651342010	Oiw.pl	1584559000	13085	3627	5634	3554
glammedia	235681100	ramafans.de	1585549738	20	5	10	9
Smartclip	35854137	spielkarussel.de/smartclip	1617218231	108009	17704	33592	17937
ARBOmedia_PL	651342010	Facet.dlastudenta.pl	1627225368	72323	10204	16548	8909
HTTPool_BG	1782510139	lev.bg	1638503993	836	351	481	339
OMS mobile	2119689184	gelnhaeuser-tageblatt.de	1689236094	1720	564	829	429
Smartclip	35854137	ustream/smartclip	1714624215	67612	9130	15811	6979
OMS	1615459509	stimme.de	1715584435	44530	8721	11799	2653
RMSI	498868272	radioguetersloh.de	1724230062	49849	9539	15206	5027
RMSI	498868272	partyradio24.de	1793014926	1043	259	424	239
ASMI	1569905102	quoka.de/asmi	1840245612	841158	317925	451430	202358
glammedia	235681100	cooknsoul.de	1880189002	25127	18635	21250	11430
ARBOmedia_PL	651342010	eSports.pl	1883102904	3466	854	1730	951
MSN	2072193066	sport.de.msn.com	1935743720	7436809	481888	821413	351271
SevenOne Media	1272195681	tennis.de	1958487007	32571	5645	10489	4923
IP-Deutschland	2059506885	bestofhome.de	1958498595	165684	97106	115642	58023
Omnimedia	1629972935	jobscout24.ch/fr	1963750181	53703	12859	18243	5162
stroeer_digital_media	571289945	wetteronline.de	2003806647	5662383	1114809	1867956	504178
Omnimedia	1629972935	immoscout24.ch/de	2016694533	3512997	673377	835299	112230
glammedia	235681100	spiele-patches.de	2019281642	282	214	241	125
Hi-Media	2000907398	riddim.de	2063107012	2109	940	1233	484
webads.it	1609693476	sportando.net	2076338018	2918	1302	1574	343
smartclip_italy	1471916694	mlg.it.pf	2096631252	9001	964	1492	491
webads.it	1609693476	WORDREFERENCE.com	2116133026	1683763	349859	481900	137752
BauerMediaKG	626259911	bravo.de	6510582	2619586	464697	595768	136895
derstandard.at	1072017547	diestandard.at	17172826	150851	69276	86799	39417
stroeer_digital_media	571289945	giessener-allgemeine.de	33296072	284548	50216	73282	18579
glammedia	235681100	frauen-magazin.de	37012795	108	68	82	30
Smartclip	35854137	macwelt/smartclip	65509896	12857	6263	7990	1435
beead	104260390	BlindNetwork_Measurement	72856597	74956302	22174043	29984917	9469563
RMSI	498868272	mixnation.de	108613311	277	41	97	34
TripleDoubleU	1704466471	party.de	120708086	5104	1786	2440	873
glammedia	235681100	kochlii.de	136430299	18544	262	777	446
freeXmedia	1516487384	active-life.com	167353671	6801	2274	3076	920
ARBOmedia_PL	651342010	Veronique.com.pl	245044041	1479	899	1066	625
Goldbach Media	177654511	moneyhouse.ch/de	246909374	677300	260724	358307	145917
ASMI	1569905102	Computerbild_MOBIL	252115837	743747	183822	317271	197111
OMS	1615459509	ovb-online.de	253959684	66340	11720	20646	8032
Goldbach Media	177654511	foodnews.ch	299737950	9	0	1	1
SevenOne Media mobile	126188777	autoplenum.de	300690168	467184	62477	132499	75207
freeXmedia	1516487384	pcgameshardware.de	323749351	2619227	471877	793101	258092
BEI_container_Post	1253937408	roseversand-zubehoer.de	329053167	141483	39748	52780	14313
webads.it	1609693476	network	356765363	258637	34969	72607	34975
HTTPool_BA	1063940109	bljesak.info	382932764	1131587	70403	135863	49411
smartclip_italy	1471916694	popcorntv.it	391502981	3493920	306421	461314	134780
smartclip_italy	1471916694	muzu.it	430166373	60764	17230	26155	11904
MSN	2072193066	news.de.msn.com	431793529	5338182	648172	1097630	526037
SevenOne Media MAGIC (3rd party Video)	842055044	icq.com	442986867	3	3	3	1
HTTPool_SR	974965399	naslovi.net	519211878	2544490	246958	443057	189573
viacom	1238261750	mtv.de	599880773	981100	155924	257114	96710
glammedia	235681100	spielverlagerung.de	605179963	69051	21646	28966	7742
beead	104260390	hotmixradio	623409557	192	129	153	68
Goldbach Audience	2137767787	swisstalk.ch	658624538	899020	91348	99639	2538
ARBOmedia_PL	651342010	media2.pl	661918825	118673	34499	49392	28483
ASMI	1569905102	travelbook.de	703014045	762251	329076	458180	236830
Krone.at	1129772991	sendung/digital	769139758	145436	42991	67046	35154
ARBOmedia_PL	651342010	DOGoMania.pl	818647625	443241	39097	53760	28539
glammedia	235681100	ht4u.net	841572155	125452	15398	31128	9340
stroeer_digital_media	571289945	zapitano.com	855095976	21212	12476	14047	4789
freeXmedia	1516487384	babydow.de	879979367	124143	3445	4697	996
SevenOne Media mobile	126188777	testedich.de	899837752	1610468	47959	125036	66815
SevenOne Media	1272195681	klatsch-tratsch.de	905334768	137178	50726	68097	34030
SevenOne Media	1272195681	de.wikia.com	906739120	2799414	379187	574944	261339
Clipkit	1934213317	crocoo.com/clipkit	908245012	773389	231204	332073	161762
stroeer_digital_media	571289945	festivalfieber.de	922116744	12805	5764	7670	3410
Goldbach Audience	2137767787	meteonews.ch/fr	935428506	95383	25655	34532	7514
IP-Deutschland	2059506885	netzathleten.de	963375572	40092312	9619154	12850389	4197550
LPM_NiceMatin	73977969	LPM_NiceMatin_immonicematin	1010800704	118776	28594	34937	6150
freeXmedia	1516487384	mobilcom-debitel.de	1091407431	253442	114613	157856	78715
BEI_container_CEE	53552772	BEI_legia.net	1112915635	792	146	270	148
stroeer_digital_media	571289945	bisafans.de	1116225000	2004703	430395	516053	79540
Unister	2020431744	kurz-mal-weg.de	1141956431	888616	147603	236157	88892
OMS mobile	2119689184	rundschau-online.de	1155323791	105113	26562	40820	25404
stroeer_digital_media	571289945	blu.fm	1194430792	25986	7942	10046	2767
ARBOmedia_PL	651342010	osobie.pl	1210202025	4497	1289	1788	948
Goldbach Audience	2137767787	wireltern.ch	1226872090	459119	128351	150185	13532
Goldbach Audience	2137767787	maedchenspiele.ch	1259132986	12833	1268	1964	621
Krone.at	1129772991	channel/musik	1279074030	11247	6166	7705	4733
stroeer_digital_media	571289945	sommerreisen.de	1305685320	758	326	431	153
RMSI	498868272	radiovest.de	1335087615	27838	7712	11142	4394
glammedia	235681100	farmtastisch.de	1347849563	19366	959	1155	210
ARBOmedia_PL	651342010	bizzone.pl	1415764329	1576766	31856	49431	10673
beead	104260390	hamachifrance	1438409973	28	17	22	5
LPM_NiceMatin	73977969	LPM_NiceMatin_emploinicematin	1443717312	89803	17456	24924	6648
webads.it	1609693476	dooyoo.it	1491231891	378802	90827	143616	35359
OMS	1615459509	festspiele.de	1493434628	32930	3983	4863	625
RMSI	498868272	rsh.de	1500868095	177203	31646	55085	20947
glammedia	235681100	fashion-magazin.de	1503971515	44097	21979	28966	16175
RMSI	498868272	radiowaf.de	1512246655	24641	5007	8263	3060
OMS mobile	2119689184	echo-live.de	1530230575	1527	215	346	186
webads.it	1609693476	tilllate.it	1571060339	61664	11886	17892	4605
stroeer_digital_media	571289945	vaeterzeit.de	1586350664	31146	14283	18583	8613
SevenOne Media	1272195681	finanzfernsehen.de	1594422128	279992	170251	211558	132373
LPM_CentreFrance	1468130688	LPM_CentreFrance_larepubliqueducentre	1627089423	711781	137369	186003	52078
ARBOmedia_PL	651342010	volley24.pl	1633654217	20559	1686	4297	2158
ARBOmedia_PL	651342010	e-wyjazd.pl	1693217993	9835	3142	5032	2680
glammedia	235681100	rezeptebox.de	1708247899	1782	351	587	241
ARBOmedia_PL	651342010	inspiracja.pl	1726076169	2251	866	1407	527
glammedia	235681100	4fansites.de	1738052539	164390	36453	58324	30333
glammedia	235681100	foolforfood.de	1748851131	20621	12225	14110	5547
freeXmedia	1516487384	freenet.de/auto	1752705831	394132	48809	84681	29056
Goldbach Audience	2137767787	caravan24.ch	1752998682	79159	15472	18862	2902
ARBOmedia_PL	651342010	mojegotowanie.pl	1754090921	608889	145031	227064	187695
webads.it	1609693476	velaemotore.it	1773561171	11426	4505	5688	1623
stroeer_digital_media	571289945	aerosieger.de	1785721128	439	71	79	4
24media	832047503	dpgr.gr	1785995902	127514	20952	25568	5960
Goldbach Audience	2137767787	meteonews.tv/fr	1790689530	762	498	577	219
BEI_LPM	852347942	GroupM-Danone-inscrits	1839518005	2737	2505	2593	1764
HTTPool_BG	1782510139	newcar.bg	1871026922	10026	1588	2641	1381
SevenOne Media mobile	126188777	das-vierte.de	1875598360	2	2	2	1
RMSI	498868272	planetradio.de	1876866719	178137	42829	65477	24503
Jubii.dk	224986932	cph.dk	1893191459	35525	14289	18050	3035
stroeer_digital_media	571289945	consolewars.eu	1908197896	82835	12337	17028	2996
glammedia	235681100	modabot.de	1925754235	1285	899	1028	378
IP-Deutschland	2059506885	n-tvnow.de	1945505236	79677	24140	35348	13982
IP-Deutschland	2059506885	superrtl.de	1974506004	11975	2645	4317	1831
SevenOne Media mobile	126188777	gamestar.de	1984158328	356149	49685	92165	57275
ASMI	1569905102	B.Z._MOBIL 	2067532669	132653	22668	42454	18020
glammedia	235681100	fashionwhisper.com	2117918811	711	348	437	169
glammedia	235681100	baby-welten.de	2136339355	2731	1738	2025	1061
SevenOne Media	1272195681	videovalis.tv	2141377808	6608867	474144	1255521	606479
glammedia	235681100	handy-hilfeforum.de	2141385563	4987	2825	3463	1894
OMS	1615459509	pz-news.de	29288300	579868	115978	157946	38922
Smartclip	35854137	Future.tv/smartclip	71277872	12835387	501593	957175	382716
Goldbach Media	177654511	speiselift.com	89937350	676	474	531	150
Smartclip	35854137	mytvlink/smartclip	120974320	13	1	3	3
Smartclip	35854137	t-online.de/smartclip	147040240	7845131	786247	1837120	681713
ASMI	1569905102	computerbild.de	210742245	9551764	1973288	3209576	1050658
OMS	1615459509	op-marburg.de	251078412	123073	38189	51531	19224
N24.se	1403231093	hockeysverige.com	254118188	30383	9293	14062	4923
