net-name	net-id	site-name	site-id	pi	one-clicks	uc	qc
glammedia	235681100	tumblr.com	825130329	870	376	420	97
IP-Deutschland	2059506885	sport.de	884826834	2802368	500279	715336	178567
Krone.at	1129772991	sendung/fussball	888937228	59869	14967	24576	14675
HTTPool_BA	1063940109	poskok.info	921366298	482773	51699	83891	25934
OMS	1615459509	news.de	970267362	553307	248670	324679	143563
freeXmedia	1516487384	auto-motor-und-sport.de	1009032709	4233064	1060771	1317414	248871
glammedia	235681100	mybestbrands.de	1036710233	1525124	553723	660103	116552
AbcStartsiden_NO	1974373083	abcsok.no	1077209064	5118788	769232	1112583	261783
RMSI	498868272	sunshine-live.de	1087488349	78984	18661	33914	14622
ENED_24Media_mobile	659279516	techgear.gr/ENED	1102479049	9946	1913	3582	1929
glammedia	235681100	app-cheats.de	1128620889	5288	3519	4156	2195
mobile.de	2110230832	mobile.de	1133547101	200472410	20422953	24868926	2967043
Goldbach Audience	2137767787	hotels-and-more.ch/de	1137770808	444	389	410	54
ARBOmedia_PL	651342010	magazynpilkarski.pl	1148738951	2076	338	725	184
OMS	1615459509	nrw.stellenanzeigen.de	1150260834	18237	2967	5106	1497
BEI_container_Post	1253937408	dhl-logistics.com	1186001517	16802	7988	11038	2083
ENED_24Media_mobile	659279516	livescores.gr/ENED	1191937513	1443	209	358	204
ARBOmedia_PL	651342010	futbol.net.pl	1216785415	4453	2785	3465	1628
OMS	1615459509	neuepresse.de	1227903906	259997	98826	126983	48971
Berlingske.dk	706025601	amtsavisen.dk	1277867534	49864	19293	23588	6317
RMSI	498868272	techno4ever.fm	1303584861	30788	3572	6950	2776
Smartclip	35854137	givemesport.com	1312946150	15318	1435	2667	1400
glammedia	235681100	guild-wars-2.net	1322642745	15997	4353	7202	3941
smartclip_italy	1471916694	justin.it	1464603331	107776	8171	14834	5536
Hi-Media	2000907398	bloggorilla.de	1563261683	23046	10358	13591	5313
DK-BEI_CONTAINER	896712678	BEI-centerforledelse.dk	1587719251	21265	18812	19310	723
glammedia	235681100	patches-online.de	1602158745	1229	657	884	464
OMS	1615459509	ostsee-zeitung.de	1608749026	329262	65210	98251	28844
webads.it	1609693476	runnersworld.it	1614101361	64037	22068	28548	7168
OMS	1615459509	kn-online.de	1620929858	554932	163213	215396	66654
webads.it	1609693476	stardoll	1631718417	2368289	108912	149447	25123
Goldbach Audience	2137767787	comedycentral.de-ch	1631829208	21	5	9	6
OMS	1615459509	aichacher-zeitung.de	1635071106	29816	7121	10424	2976
24media	832047503	prasinanea.gr	1652453276	1151282	114975	181845	63449
beead	104260390	telecharger	1667697619	376137	344808	357342	148877
stroeer_digital_media	571289945	winphonetalk.de	1693059238	16845	9907	11629	4092
Krone.at	1129772991	sendung/stars	1743665388	634671	117945	202642	99231
ARBOmedia_PL	651342010	kiermana.pl	1749336839	763	163	383	37
glammedia	235681100	mynintendo.de	1752526649	4558	2569	3293	1718
SevenOne Media	1272195681	sixx.de	1839301710	1280833	158018	298909	126116
TripleDoubleU	1704466471	vermarkter.de	1841819156	818	182	241	50
ENED_Star_mobile	115073774	star.gr	1878421531	178565	29526	45408	27681
Hi-Media	2000907398	musicone.de	1885046163	2302	368	477	161
glammedia	235681100	paulsmama.de	1885507289	22271	6258	8571	4689
OMS mobile	2119689184	giessener-anzeiger.de	1891402509	13197	3810	5615	3204
OMS mobile	2119689184	berlin.de	1898291981	415306	70919	125650	77210
LPM_Lagardere	2039924353	LPM_Lagardere_ados	1918763342	1481672	755044	896327	352913
IP-Deutschland	2059506885	gzsz.rtl.de	1965592434	253	253	253	0
Smartclip	35854137	podcast/smartclip	1985235750	30245	13783	17186	7323
HTTPool_RO	651835008	amelie.ro	2018922381	17845	5691	8203	3545
ENED_Capital_mobile	366264316	capital.gr	2072504969	322644	18892	39116	26027
smartclip_italy	1471916694	pianetamamma.pf.it	2138199427	29374	27882	28572	16001
OMS	1615459509	pz-news.de	29288300	603406	140607	185875	48448
Smartclip	35854137	Future.tv/smartclip	71277872	12117100	567002	1050244	431012
Goldbach Media	177654511	speiselift.com	89937350	597	387	444	167
Smartclip	35854137	mytvlink/smartclip	120974320	4	4	4	1
Smartclip	35854137	t-online.de/smartclip	147040240	6464874	638997	1617730	633399
ASMI	1569905102	computerbild.de	210742245	9155921	1994741	3184732	1045860
OMS	1615459509	op-marburg.de	251078412	150733	44130	61124	22263
N24.se	1403231093	hockeysverige.com	254118188	12682	7069	8653	2225
ARBOmedia_PL	651342010	eskowo.pl	285274001	2391	515	1073	327
SevenOne Media	1272195681	autoplenum.de	300690168	1641516	196751	375498	190476
N24.se	1403231093	filmtipset.se	323192908	263861	77128	88695	14647
ARBOmedia_PL	651342010	zapytajprawnika.pl	325600785	2569	1260	1606	1035
ARBOmedia_PL	651342010	worldofwarcraft.com.pl	326797393	1935	518	1018	331
UMM	1576777680	fluxfm.de	340409767	187	98	127	52
OMS mobile	2119689184	wzonline.de	470350679	17401	1873	4331	2927
glammedia	235681100	studio5555.de	508168483	5855	3153	3794	909
OMS	1615459509	kreis-anzeiger.de	552936684	35625	7300	11254	3966
stroeer_digital_media	571289945	autosieger.de	559682832	408972	13158	17485	5679
OMS	1615459509	stuttgarter-zeitung.de	573306092	2238897	535842	673848	144246
OMS	1615459509	teckbote.de	595118316	67144	16728	22915	6541
Goldbach Audience	2137767787	autoo.ch	605215170	12030	686	1597	305
BEI_container_fr	671344375	bloischambord.com	606879374	2365	1230	1643	720
HTTPool_CR	70372471	posao.hr	608112878	592422	41256	95860	38269
LPM_LeFigaro	627225677	LPM_LeFigaro_lefigaro	678661348	23075789	6376700	7766317	1925596
TripleDoubleU	1704466471	tischtennis-manager.com	716563486	60366	6867	7846	534
Hi-Media	2000907398	holidaypark.de	745118717	32364	6330	10121	3553
glammedia	235681100	ps3-faces.de	754584387	251	190	218	128
glammedia	235681100	amerikanisch-kochen.de	807090083	69091	27111	33404	10644
glammedia	235681100	rund-magazin.de/blog	813331171	44	23	27	10
glammedia	235681100	gameradio.de	825692899	6277	3666	4309	2233
Informedia_Hu	2088469162	otletkonyha.hu	843691169	73493	14201	22297	8363
OMS	1615459509	goodnews4.de	865392716	11618	3127	4425	1293
ENED_Desmi	2004296860	athinorama.gr	873290323	1741022	164630	303560	170693
Jubii.dk	224986932	rejseplanen.dk	887848299	467860	322058	350249	42268
SevenOne Media	1272195681	testedich.de	899837752	2139005	151560	237512	82120
stroeer_digital_media	571289945	mitfahrzentrale.de	902387248	180506	31486	51629	16492
stroeer_digital_media	571289945	wetter.net	907371728	832836	153441	252589	79697
ASMI	1569905102	finanzen.net	928090405	14981621	2664394	3502292	670269
ENED_JIP Group	7375908	onalert.gr	928944731	640628	101087	156502	66496
ARBOmedia_PL	651342010	Zwierzaki.be	932030065	3570	698	949	326
RMSI	498868272	iberiajournal.com	943617927	131321	15405	28553	1164
RMSI	498868272	automobilrevue.eu	974577767	104322	15430	24139	1037
ARBOmedia_RO	940807539	123start.ro	997223050	163	32	47	17
ARBOmedia_PL	651342010	drukowanka.pl	1018177361	83453	4361	15116	11315
ekstrabladet.dk	156432622	vejret.dk	1080540421	20604	12194	14455	5601
BEI_container_Post	1253937408	dhl.de	1103386743	1544152	561468	815912	359078
ARBOmedia_PL	651342010	opisynk.pl	1138388177	4868	1097	2113	1217
ARBOmedia_PL	651342010	Legia.com.pl	1142136689	21707	2627	5357	2491
Goldbach Audience	2137767787	vornamen.ch/goldbach	1162372450	100042	37832	46442	11360
ENED_Attica	398373777	missbloom.gr	1162945928	784715	60931	114354	64603
HTTPool_BG	1782510139	motoblog.bg	1172197778	714	164	239	139
glammedia	235681100	goldenweek.de	1202897347	411	182	227	78
glammedia	235681100	konsolenschnaeppchen.de	1207806083	46492	14781	19353	5584
stroeer_digital_media	571289945	retro-tv.de	1222169840	1	1	1	1
Goldbach Audience	2137767787	teletext.ch	1237682722	1545459	208903	274690	34856
ARBOmedia_PL	651342010	odlotek.pl	1251298545	17247	676	1505	497
ARBOmedia_PL	651342010	Skutecznyadwokat.pl	1317117937	23856	12137	15384	10620
Hi-Media	2000907398	festivalguide.de	1335928349	2442	1504	1840	868
ARBOmedia_RO	940807539	turistik.ro	1337738794	56865	10942	17573	7496
OMS	1615459509	stuttgarter-nachrichten.de	1341137292	1359533	311124	384166	88797
stroeer_digital_media	571289945	mitfahrgelegenheit.de/si	1367596592	2189300	380977	551751	132908
ARBOmedia_PL	651342010	dekster.pl	1373410321	12413	1001	2594	1236
ASMI	1569905102	metal-hammer.de	1422731941	388639	129757	185901	87700
OMS	1615459509	abendzeitung-muenchen.de	1425760972	6734969	1765112	2143944	608125
DK-BEI_CONTAINER	896712678	BEI-Firstprivatelease.no	1443768893	39410	13145	16268	2286
Smartclip	35854137	homerj/smartclip	1469849744	262867	18450	25776	4761
ASMI	1569905102	ulmen.tv	1482841477	1464	607	763	233
OMS	1615459509	siegener-zeitung.de	1540769100	2	2	2	0
smartclip_italy	1471916694	viewster.it	1563692877	124570	8727	17584	7496
N24.se	1403231093	ifokus.se	1571723916	1134533	401207	454321	84772
ARBOmedia_PL	651342010	exsite.pl	1587207057	4144936	201212	289453	72022
24media	832047503	techgear.gr	1631108806	150353	50856	71232	36428
glammedia	235681100	mangaka.de	1647883331	1912	575	730	303
OMS	1615459509	mix1.de	1656965228	92303	37146	51375	24784
OMS	1615459509	landauer-zeitung.de	1744409292	182	52	74	27
medienhaus.com	435938190	dornbirn.com	1778787973	12866	4045	6429	2681
Smartclip	35854137	GAN_männlich/smartclip	1835338352	938987	118287	250953	103118
Goldbach Audience	2137767787	105.ch	1927553538	250	116	157	74
Clipkit	1934213317	GAN/clipkit	1932364444	17989	8065	10502	3724
SevenOne Media	1272195681	gamestar.de	1984158328	2364544	320502	555320	233464
ARBOmedia_PL	651342010	focus.pl	2004829649	239975	49244	79859	44929
ARBOmedia_PL	651342010	kulty.pl	2090824433	72253	14292	22482	16348
SevenOne Media MAGIC (3rd party Video)	842055044	myvideo.de	2098026395	691487	75241	183403	73655
stroeer_digital_media	571289945	autogazette.de	2142055440	35471	17207	21536	8887
RMSI	498868272	hitradio-rtl.de	3474770	34694	8546	13522	6423
HTTPool_SI	1826838282	planet-lepote.com	23884844	112795	30945	42090	14592
Smartclip	35854137	mtv.de/smartclip	36720795	331392	46584	93753	61950
freeXmedia	1516487384	widescreen-online.de	104281306	7755	2625	3546	1249
LPM_LaProvence	1579570310	LPM_LaProvence_laprovence	113053576	2949742	639269	834747	163876
OMS	1615459509	kurier-stellen.de	185340599	10468	914	1919	722
Smartclip	35854137	bob/smartclip	203253627	16760	4940	7868	3759
Smartclip	35854137	videovalis/smartclip	224493595	4004	1870	2624	1500
OMS mobile	2119689184	ruhrnachrichten.de	310295106	334703	55056	95903	62433
ARBOmedia_RO	940807539	beauty-laura.ro	326284213	287	113	153	72
ENED_24Media_mobile	659279516	iphonehellas.gr/ENED	366966462	81997	6100	13376	7074
webads.it	1609693476	buddhagaming.it	379974054	66673	31634	40403	14443
mediasports	963038854	comunio.de	394029512	11341335	2525908	2820525	174231
stroeer_digital_media	571289945	baby-vornamen.de	426100155	874764	321818	382333	84766
OMS	1615459509	wzonline.de	470350679	2448	1221	1618	931
RMSI	498868272	radiochemnitz.de	473552594	14128	3103	4953	2188
OMS	1615459509	rhein-main-presse.de	481576535	87567	15380	23788	7530
glammedia	235681100	moorhuhn.de	495119470	18828	2329	4136	1455
N24.se	1403231093	fotbolldirekt.se	502084343	297060	55042	81863	25254
glammedia	235681100	lets-plays.de	513569614	15012	6925	8159	4671
ARBOmedia_PL	651342010	muzykalnie.pl	579692284	12057	3665	5010	2155
LPM_Amaury	1218387167	LPM_Amaury_francefootball	599591969	2794240	438894	627016	138281
glammedia	235681100	girls-spiele-zone.de	602877774	1926	70	227	118
LPM_LeFigaro	627225677	LPM_LeFigaro_sante	696694159	1467524	635925	830389	364500
ARBOmedia_PL	651342010	Klamerka.pl	707815804	51244	7883	15305	9259
iq_digital_mobile	480104072	m.golem.de	715625610	346376	39076	78410	52345
OMS	1615459509	westline.de	778400727	999432	189193	253560	38295
Lokalavisen.dk	1317616800	kanal4.dk	783250754	108037	72734	80899	19376
ARBOmedia_RO	940807539	viata-libera.ro	794622933	78155	11552	22298	12943
ARBOmedia_PL	651342010	otopr.pl	795154364	67352	42528	52769	37639
stroeer_digital_media	571289945	nichtlustig.de	915962427	1098092	331534	379724	95793
glammedia	235681100	gamingfans.de	928971278	9339	475	733	221
iqdigital	223088769	karriere.de	951622659	604876	132848	214242	95704
SevenOne Media mobile	126188777	twitch.tv	987921483	19658	6653	10630	5945
ARBOmedia_PL	651342010	bebzol.com	1022127868	903116	74084	123762	83502
OMS	1615459509	wochenspiegelonline.de	1025179031	323375	54836	67088	14129
LPM_CentreFrance	1468130688	LPM_CentreFrance_leberry	1036665602	443485	79274	109287	35816
Goldbach Audience	2137767787	monetas.ch	1037329069	132907	45171	60848	23466
ARBOmedia_PL	651342010	Wahacz.pl	1041360156	926	380	651	36
LPM_GroupeSO	560138712	LPM_GroupeSO_charentelibre	1087819674	1633120	271920	366630	101801
DK-BEI_CONTAINER	896712678	BEI-Oeresundsbron.dk	1089061480	351	302	318	68
IntelliAd	987730757	stylished/intelliad	1120021351	692605	148995	166022	16443
OMS	1615459509	blick.de	1161527991	27202	9487	13125	6395
RMSI	498868272	blickpunkt-europa.com	1173198514	130197	17406	27100	1143
OMS	1615459509	dk-online.de	1184985047	77800	18036	25287	7414
Ringier	2078540332	blick.ch	1198918638	38646210	7746066	9355412	736438
stroeer_digital_media	571289945	schulradar.de	1232357659	133027	48903	60773	19242
smartclip_italy	1471916694	filmon.it	1269702616	48236	9298	13907	4564
HTTPool_BG	1782510139	moto.bg	1302182269	8639	2100	3221	1798
TripleDoubleU	1704466471	gratisparken.de	1356254569	29318	7316	12186	6461
BEI_container_Post	1253937408	roseversand-startseite.de	1356780610	131788	67443	85805	26321
stroeer_digital_media	571289945	visions.de	1381033115	147084	43906	54787	9407
beead	104260390	sportotype	1390750568	3837	2633	3070	1255
beead	104260390	radiofg	1444955336	38729	3504	8534	4445
ARBOmedia_PL	651342010	mieszkanienaplanie.pl	1513139772	172	152	157	15
ARBOmedia_PL	651342010	NoweBiuro.pl	1531992828	1139	872	952	99
Krone.at	1129772991	sendung/reisen	1542960001	17067	7583	9928	6146
beead	104260390	girls	1543216232	318856	95610	113848	36066
OMS	1615459509	mainpost.de	1553598295	2277469	386790	529135	122121
IP-Deutschland	2059506885	superrtlnow.de	1576228103	222766	44247	78114	35857
Goldbach Media	177654511	southpark.de/ch	1583681489	50327	9818	13340	2598
Purpur Media Adition	497594209	landwirt.com/test	1608871459	80658	15055	28715	19423
Smartclip	35854137	iConcerts/smartclip	1610141403	106	33	55	32
Clipkit	1934213317	fettspielen.de/clipkit	1672348167	76053	30759	44556	25964
LPM_LaProvence	1579570310	LPM_LaProvence_laprovenceemploi	1699903368	18096	5534	7450	3105
RMSI	498868272	country108.de	1724456786	4747	385	539	94
glammedia	235681100	schoenhaesslich.de	1735749614	1303	598	730	276
RMSI	498868272	radioberg.de	1739913106	43244	7328	12066	3919
smartclip_italy	1471916694	sponsorpay.it.pf	1763729752	7620916	445850	995577	424730
ENED_PrimeMedia_mobile	1912312079	newsbeast.gr	1764456913	419431	43522	77304	47099
Nettavisen_NO	1119348670	nettavisen.no	1773063712	2286764	2281882	2283055	883
ARBOmedia_PL	651342010	koniecswiata.net	1788639292	51149	12899	18603	9775
HTTPool_BG	1782510139	nationalgeographic.bg	1792198621	15796	2941	5047	2886
ARBOmedia_PL	651342010	hostuje.net	1793872796	2073428	107185	307146	206684
BEI_container_Post	1253937408	allyouneed.com	1801245154	302860	55621	76060	18180
glammedia	235681100	hartware.net	1811846542	78	45	56	12
glammedia	235681100	coralandmauve.at	1830744686	12485	5362	6902	1865
ASMI	1569905102	stylebook.de	1835358640	1055883	475329	597499	239096
IP-Deutschland	2059506885	stern.de/ip-deutschland	1856966951	206130	100203	131731	64703
ARBOmedia_PL	651342010	gambler24.pl	1857471772	1718	726	1070	447
DK-BEI_CONTAINER	896712678	BEI-Tryg.dk/rejser	1876795560	3118	1817	2275	1139
ARBOmedia_PL	651342010	XP.net.pl	1881804572	1333	748	950	448
Hi-Media	2000907398	rabattexxl.de/hi-media	1899589640	48	7	8	1
LPM_LeFigaro	627225677	LPM_LeFigaro_TVmagazine	1918284463	1798348	699288	894843	348145
stroeer_digital_media	571289945	musicline.de	1979793019	63236	23731	30713	11216
glammedia	235681100	gaskrank.tv	1992810638	293708	73830	96289	28443
ENED_Autotriti	1936831298	autotriti.gr	2000364484	635868	48175	97492	53711
stroeer_digital_media	571289945	tnt-film.de	2014049467	202	134	163	82
viacom	1238261750	gameone.de	2024604664	399142	74824	118023	44124
ENED_Pegasus Interactive	2041758561	e-go.gr	2035754531	661308	104347	159671	76145
beead	104260390	naturavox	2036698952	8727	6030	6878	3505
OMS	1615459509	np-coburg.de	2055881079	135435	29338	44071	14269
beead	104260390	planetepsg	2069630568	111567	28489	39285	11628
LPM_LaNouvelleRepublique	2077908695	LPM_LaNouvelleRepublique_lanouvellerepublique	2101098969	5832411	760402	1039524	280354
ENED_DOL	212246380	diakopes.gr	2101337422	49494	16018	23175	14882
ARBOmedia_PL	651342010	tapetus.pl	2111560700	116813	24145	31111	11088
OMS	1615459509	thueringer-allgemeine.de	2111865655	855262	201462	290930	116294
Smartclip	35854137	wildtangent.com/smartclip	2123397691	80663	9728	21907	8320
BauerMediaKG	626259911	bravo.de	6510582	2630456	491740	619972	138463
derstandard.at	1072017547	diestandard.at	17172826	80956	36571	45121	19300
stroeer_digital_media	571289945	giessener-allgemeine.de	33296072	273587	50110	70988	17440
glammedia	235681100	frauen-magazin.de	37012795	158	108	125	28
Smartclip	35854137	macwelt/smartclip	65509896	11590	5803	7367	1344
beead	104260390	BlindNetwork_Measurement	72856597	76523277	23703566	31472152	9866936
RMSI	498868272	mixnation.de	108613311	250	25	77	32
TripleDoubleU	1704466471	party.de	120708086	5145	1699	2296	759
glammedia	235681100	kochlii.de	136430299	30819	403	1046	527
freeXmedia	1516487384	active-life.com	167353671	6442	2311	3089	914
ARBOmedia_PL	651342010	Veronique.com.pl	245044041	1488	1021	1160	650
Goldbach Media	177654511	moneyhouse.ch/de	246909374	618275	244328	332425	136431
ASMI	1569905102	Computerbild_MOBIL	252115837	734247	181371	315762	197084
OMS	1615459509	ovb-online.de	253959684	58901	10094	17585	7008
LPM_Mondadori	1043954762	LPM_Mondadori_Telepoche	268476505	42230	11609	18313	6006
Goldbach Media	177654511	foodnews.ch	299737950	4	0	1	1
SevenOne Media mobile	126188777	autoplenum.de	300690168	393287	60491	117202	67601
freeXmedia	1516487384	pcgameshardware.de	323749351	2335125	441567	740181	245451
BEI_container_Post	1253937408	roseversand-zubehoer.de	329053167	153872	41911	55765	15149
webads.it	1609693476	network	356765363	76	4	5	1
HTTPool_BA	1063940109	bljesak.info	382932764	1016029	68054	128198	46755
smartclip_italy	1471916694	popcorntv.it	391502981	554123	115325	171644	73700
smartclip_italy	1471916694	muzu.it	430166373	33364	11063	16458	8411
MSN	2072193066	news.de.msn.com	431793529	4224328	572437	960247	459204
SevenOne Media MAGIC (3rd party Video)	842055044	icq.com	442986867	1	1	1	0
HTTPool_SR	974965399	naslovi.net	519211878	2381177	252548	441475	187680
viacom	1238261750	mtv.de	599880773	911182	145105	236526	87020
glammedia	235681100	spielverlagerung.de	605179963	70189	21673	29205	7658
beead	104260390	hotmixradio	623409557	165	114	136	51
Goldbach Audience	2137767787	swisstalk.ch	658624538	901623	89847	96925	2455
ARBOmedia_PL	651342010	media2.pl	661918825	104726	32376	46355	26679
ASMI	1569905102	travelbook.de	703014045	536935	276928	359816	181413
Krone.at	1129772991	sendung/digital	769139758	146899	48844	72292	38842
ARBOmedia_PL	651342010	DOGoMania.pl	818647625	403008	38829	53012	27989
glammedia	235681100	ht4u.net	841572155	113250	15493	29575	8110
stroeer_digital_media	571289945	zapitano.com	855095976	16844	11716	12978	4409
freeXmedia	1516487384	babydow.de	879979367	109523	3790	4960	925
SevenOne Media mobile	126188777	testedich.de	899837752	1579864	48260	124316	65435
SevenOne Media	1272195681	klatsch-tratsch.de	905334768	120331	43781	58099	29030
SevenOne Media	1272195681	de.wikia.com	906739120	2689676	376293	564875	255132
Clipkit	1934213317	crocoo.com/clipkit	908245012	924259	255047	382528	183556
stroeer_digital_media	571289945	festivalfieber.de	922116744	13620	6147	8124	3596
Goldbach Audience	2137767787	meteonews.ch/fr	935428506	94770	26330	35152	7828
IP-Deutschland	2059506885	netzathleten.de	963375572	38739565	9483661	12561143	4135225
HTTPool_SR	974965399	zena.blic.rs	981030374	3	3	3	0
LPM_NiceMatin	73977969	LPM_NiceMatin_immonicematin	1010800704	120594	28349	34469	6313
freeXmedia	1516487384	mobilcom-debitel.de	1091407431	228002	108785	147378	73640
BEI_container_CEE	53552772	BEI_legia.net	1112915635	684	159	268	151
stroeer_digital_media	571289945	bisafans.de	1116225000	1858325	403786	483074	77601
Unister	2020431744	kurz-mal-weg.de	1141956431	853834	148628	233584	87146
OMS mobile	2119689184	rundschau-online.de	1155323791	103801	24877	38471	23402
stroeer_digital_media	571289945	blu.fm	1194430792	22944	8245	10226	2869
ARBOmedia_PL	651342010	osobie.pl	1210202025	3506	1232	1735	886
Goldbach Audience	2137767787	wireltern.ch	1226872090	451134	133991	153648	13095
Goldbach Audience	2137767787	maedchenspiele.ch	1259132986	11799	1096	1694	516
Krone.at	1129772991	channel/musik	1279074030	10739	6561	7827	4731
OMS	1615459509	straubing-tigers.de	1295906980	4	4	4	3
stroeer_digital_media	571289945	sommerreisen.de	1305685320	647	294	380	152
RMSI	498868272	radiovest.de	1335087615	29263	7133	10731	4078
glammedia	235681100	farmtastisch.de	1347849563	24316	1625	1812	177
ARBOmedia_PL	651342010	bizzone.pl	1415764329	1368546	30959	47262	10473
beead	104260390	hamachifrance	1438409973	32	24	26	6
LPM_NiceMatin	73977969	LPM_NiceMatin_emploinicematin	1443717312	88350	18210	25574	7267
webads.it	1609693476	dooyoo.it	1491231891	364454	89828	139180	33838
OMS	1615459509	festspiele.de	1493434628	27920	3933	4822	673
RMSI	498868272	rsh.de	1500868095	143932	28495	49043	18875
glammedia	235681100	fashion-magazin.de	1503971515	30169	11941	17468	9580
RMSI	498868272	radiowaf.de	1512246655	19772	4426	6969	2351
OMS mobile	2119689184	echo-live.de	1530230575	4764	210	425	238
webads.it	1609693476	tilllate.it	1571060339	62842	12471	18562	5015
stroeer_digital_media	571289945	vaeterzeit.de	1586350664	31583	15546	19575	9300
SevenOne Media	1272195681	finanzfernsehen.de	1594422128	365181	212084	268054	166506
LPM_CentreFrance	1468130688	LPM_CentreFrance_larepubliqueducentre	1627089423	670290	147562	194957	56916
ARBOmedia_PL	651342010	volley24.pl	1633654217	21820	2516	5288	2846
ARBOmedia_PL	651342010	e-wyjazd.pl	1693217993	8868	2926	4664	2585
glammedia	235681100	rezeptebox.de	1708247899	1488	342	555	233
ARBOmedia_PL	651342010	inspiracja.pl	1726076169	2848	1246	1821	673
Smartclip	35854137	ontecnia/smartclip	1733806216	5	0	1	1
glammedia	235681100	4fansites.de	1738052539	163159	36923	58864	30800
glammedia	235681100	foolforfood.de	1748851131	21513	12690	14633	5670
freeXmedia	1516487384	freenet.de/auto	1752705831	295150	41377	70069	23313
Goldbach Audience	2137767787	caravan24.ch	1752998682	104822	20873	25053	3710
ARBOmedia_PL	651342010	mojegotowanie.pl	1754090921	657849	153176	239081	191065
webads.it	1609693476	velaemotore.it	1773561171	10059	4185	5191	1529
stroeer_digital_media	571289945	aerosieger.de	1785721128	563	100	104	4
24media	832047503	dpgr.gr	1785995902	127569	20821	25313	6075
Goldbach Audience	2137767787	meteonews.tv/fr	1790689530	721	436	518	240
BEI_LPM	852347942	GroupM-Danone-inscrits	1839518005	1794	1632	1696	1084
HTTPool_BG	1782510139	newcar.bg	1871026922	9611	1657	2744	1433
RMSI	498868272	planetradio.de	1876866719	180849	44022	65734	24587
Jubii.dk	224986932	cph.dk	1893191459	24225	8640	10977	1957
stroeer_digital_media	571289945	consolewars.eu	1908197896	85345	12400	17125	2979
glammedia	235681100	modabot.de	1925754235	1310	842	971	373
IP-Deutschland	2059506885	n-tvnow.de	1945505236	80768	25272	36439	14278
IP-Deutschland	2059506885	superrtl.de	1974506004	12150	2872	4590	1883
SevenOne Media mobile	126188777	gamestar.de	1984158328	386449	60870	109433	69984
ASMI	1569905102	B.Z._MOBIL 	2067532669	140	59	78	40
glammedia	235681100	fashionwhisper.com	2117918811	1103	472	595	247
glammedia	235681100	baby-welten.de	2136339355	2669	1884	2114	1088
SevenOne Media	1272195681	videovalis.tv	2141377808	7914519	598811	1681270	835815
glammedia	235681100	handy-hilfeforum.de	2141385563	4629	2374	3149	1709
Politiken.dk	784554209	tjek.dk	22033307	451254	256029	313288	111913
StickyAds	1516979432	Stickyads network	47893538	8843989	5401263	6684655	3123606
Omnimedia	1629972935	motoscout24.ch/de	48810689	484517	98675	116180	12376
OMS	1615459509	fehmarn24.de	83743215	14495	3036	5104	1572
RMSI	498868272	ekofresh.de	92301258	2587	1077	1469	643
ENED_Phaistos Networks_mobile	1920031208	pathfinder.gr	95115650	254271	17474	37573	22951
glammedia	235681100	handy-player.de	106551270	183	117	133	45
OMS	1615459509	pipeline.de	122846127	3173	1223	1746	653
ARBOmedia_PL	651342010	torebunia.pl	213939380	200989	25780	50650	35753
glammedia	235681100	cookelani.de	222533958	11715	3181	4378	1687
OMS	1615459509	segeberger-zeitung.de	240842735	20539	4468	6786	2191
BEI_LPM	852347942	FullSix-Euromaster-pneu	266610336	49202	10329	18130	7949
DK-BEI_CONTAINER	896712678	BEI-solia_low.no	351807168	17	17	17	8
HTTPool_BG	1782510139	fashionblog.bg	358203445	501	126	146	68
HTTPool_UA	1388958105	vgorode.ua	380819123	1524779	567793	784135	272772
SevenOne Media	1272195681	viviano.de	452139451	481	360	404	250
iqdigital	223088769	tagesspiegel-iqdigital.de	460230651	3877183	1315986	1595949	499308
glammedia	235681100	green-24.de	465260966	123255	48328	71016	33390
ENED_24Media	752387581	olapaok.gr/ENED	470506135	1011222	36946	89197	41318
glammedia	235681100	mankannsessen.de	570939750	5102	2528	2946	949
HTTPool_BG	1782510139	goodfood.bg	576338805	258870	26384	46342	22042
Swisscom	805450299	bluewin.ch/de	620175317	42769077	4871551	6361041	640669
ARBOmedia_PL	651342010	spolszczenia.pl	635657876	18758	3142	8556	5665
stroeer_digital_media	571289945	kalaydo.de	661378739	7665120	1077861	1527871	403795
DK-BEI_CONTAINER	896712678	bei-opel.dk	684872192	11816	6362	8201	2911
ARBOmedia_PL	651342010	Feen.pl	695072596	65490	4235	5763	1457
ARBOmedia_RO	940807539	renasterea.ro	718736173	75132	21050	30272	14786
freeXmedia	1516487384	basketball-bund.de	727500978	60168	18680	26280	9163
freeXmedia	1516487384	wavetv.de	731074482	196721	6882	15122	3282
Krone.at	1129772991	sendung/familie	781811833	11651	7049	8556	5647
Smartclip	35854137	mosaic5/smartclip	823277523	826	570	640	37
HTTPool_BG	1782510139	zdrave.bg	840866805	145548	26974	46176	27761
RMSI	498868272	kreuzfahrtrevue.com	840977002	167250	18960	32658	1100
SevenOne Media MAGIC (3rd party Video)	842055044	sky.de_SevenoneVIDEO	866817566	32323	12470	18279	10892
HTTPool_BA	1063940109	city.ba	929625607	19622	6041	8971	3850
OMS mobile	2119689184	ka-news.de	950734074	1	1	1	1
Horyzon	2115894781	atlantico.fr	1019774295	163	147	149	2
HTTPool_RO	651835008	topgear.ro	1028523098	199466	24876	42901	18597
adscale	1660240041	adscale_portfolio	1029839715	66791903	44395837	50403555	11735247
